,Country,Video Title,Category,Sentiment,country,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
11,Lebanon,كافح يسعى لتحقيق أمن الدولة 👮‍♂🔥! ( إعدام احد مجرمين ريسبكت ),People & Blogs,3.5,Lebanon,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.5,,4.5,4.5,4.5,4.5,5.5,5.5,5.5,5.5,5.0,4.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,4.5,4.5,4.5,4.5,4.0,4.0,4.5,4.5,4.5,4.5,4.5,4.5,5.0,4.5,4.5,4.5,4.5,4.5
12,Libya,رد فعلي ع خبر حملي😭🤰🏼♥️روحت ع بيت اهلي 🏃🏼‍♀️,People & Blogs,3.5,Libya,6.5,7.0,7.0,6.5,6.5,6.0,6.0,6.0,6.5,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5,4.5,4.5,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5
13,Morocco,#مربوحةtv اكرام جات وعلى باباها شحال بكات😭😭 اقالت علاش ربيعة غيبات  🤔,People & Blogs,7.0,Morocco,4.5,5.0,5.0,5.0,5.0,3.5,3.5,4.0,4.0,4.5,,4.5,4.5,4.5,4.5,4.5,4.5,4.0,4.0,5.0,5.5,5.0,5.0,5.0,5.0,5.0,4.5,4.5,4.5,5.0,5.0,5.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,5.0,5.0,5.0,5.0,5.0,5.0
14,Morocco,داكشي كارثي لي لقاو عند حميد فالعملية 😥 العائلة كلها تجمعات وكلشي تيبكي 😭,People & Blogs,7.0,Morocco,4.5,5.0,5.0,5.0,5.0,3.5,3.5,4.0,4.0,4.5,,4.5,4.5,4.5,4.5,4.5,4.5,4.0,4.0,5.0,5.5,5.0,5.0,5.0,5.0,5.0,4.5,4.5,4.5,5.0,5.0,5.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,5.0,5.0,5.0,5.0,5.0,5.0
15,Morocco,عراضة هماوية لعائلة الزوج•رضا مدوبل 🙈حمرت ليه وجهو 👌🏻نظمت وقتي وحضرت المالح والحلو واستقبال خاص,People & Blogs,7.0,Morocco,4.5,5.0,5.0,5.0,5.0,3.5,3.5,4.0,4.0,4.5,,4.5,4.5,4.5,4.5,4.5,4.5,4.0,4.0,5.0,5.5,5.0,5.0,5.0,5.0,5.0,4.5,4.5,4.5,5.0,5.0,5.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,5.0,5.0,5.0,5.0,5.0,5.0
16,Oman,اختي ميمي اختفت فجأه | وين راحت وايش صار ؟!!,People & Blogs,0.0,Oman,6.5,6.5,6.5,6.5,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
17,Oman,كافح يسعى لتحقيق أمن الدولة 👮‍♂🔥! ( إعدام احد مجرمين ريسبكت ),People & Blogs,3.5,Oman,6.5,6.5,6.5,6.5,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
18,Oman,ملف الفرقة السري 😳🔥 (بداية عداوة شبيب 😡),People & Blogs,3.5,Oman,6.5,6.5,6.5,6.5,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
19,Qatar,كافح يسعى لتحقيق أمن الدولة 👮‍♂🔥! ( إعدام احد مجرمين ريسبكت ),People & Blogs,3.5,Qatar,5.5,5.5,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.0,6.0,6.0,6.0,6.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
20,Saudi Arabia,اختي ميمي اختفت فجأه | وين راحت وايش صار ؟!!,People & Blogs,0.0,Saudi Arabia,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5,6.5,6.5,6.5,6.5,6.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
21,Saudi Arabia,رد فعلي ع خبر حملي😭🤰🏼♥️روحت ع بيت اهلي 🏃🏼‍♀️,People & Blogs,3.5,Saudi Arabia,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5,6.5,6.5,6.5,6.5,6.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
22,Saudi Arabia,كافح يسعى لتحقيق أمن الدولة 👮‍♂🔥! ( إعدام احد مجرمين ريسبكت ),People & Blogs,3.5,Saudi Arabia,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5,6.5,6.5,6.5,6.5,6.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
23,Yemen,ملف الفرقة السري 😳🔥 (بداية عداوة شبيب 😡),People & Blogs,3.5,Yemen,5.5,5.8,5.8,6.3,6.3,6.3,6.0,6.0,6.0,6.0,,6.0,5.8,5.8,5.8,5.8,6.0,6.0,5.5,5.5,5.0,4.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.0,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.5,5.5,6.0,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
24,Yemen,اختي ميمي اختفت فجأه | وين راحت وايش صار ؟!!,People & Blogs,0.0,Yemen,5.5,5.8,5.8,6.3,6.3,6.3,6.0,6.0,6.0,6.0,,6.0,5.8,5.8,5.8,5.8,6.0,6.0,5.5,5.5,5.0,4.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.0,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.5,5.5,6.0,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
25,Belarus,"Хованский — побег из России, донат от Мелстроя, концерт Моргена, свадьба и гайд на скуфа",People & Blogs,3.5,Belarus,,,,,,,,,,,,,,,,,,,,4.0,3.5,4.5,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.0,6.5,6.5,6.5,7.0,7.0
26,Belarus,🤯 24 часа в моей итальянской семье @nastyawhere,People & Blogs,3.5,Belarus,,,,,,,,,,,,,,,,,,,,4.0,3.5,4.5,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.0,6.5,6.5,6.5,7.0,7.0
27,Belarus,РАДУЖНАЯ ГОРКА 🌈😱,People & Blogs,3.5,Belarus,,,,,,,,,,,,,,,,,,,,4.0,3.5,4.5,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.0,6.5,6.5,6.5,7.0,7.0
