,Country,Video Title,Category,Sentiment,country,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
21,Morocco,جات ختي  ليوم عندي داتني معاها,Entertainment,0.0,Morocco,4.5,5.0,5.0,5.0,5.0,3.5,3.5,4.0,4.0,4.5,,4.5,4.5,4.5,4.5,4.5,4.5,4.0,4.0,5.0,5.5,5.0,5.0,5.0,5.0,5.0,4.5,4.5,4.5,5.0,5.0,5.0,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,4.5,5.0,5.0,5.0,5.0,5.0,5.0
22,Oman,تحدي من سيربح المليون | مع خطيبي 💰,Entertainment,3.5,Oman,6.5,6.5,6.5,6.5,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
23,Oman,تجربة اغلى مياه بالعالم (٤ مليون دولار) 💰,Entertainment,3.5,Oman,6.5,6.5,6.5,6.5,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
24,Oman,كشف جنس الجنين 💖💙 استخدمنا كل الطرق 🥹,Entertainment,7.0,Oman,6.5,6.5,6.5,6.5,6.0,6.0,6.0,6.0,6.0,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
25,Qatar,تجربة اغلى مياه بالعالم (٤ مليون دولار) 💰,Entertainment,3.5,Qatar,5.5,5.5,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.0,6.0,6.0,6.0,6.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
26,Qatar,تحدي من سيربح المليون | مع خطيبي 💰,Entertainment,3.5,Qatar,5.5,5.5,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.0,6.0,6.0,6.0,6.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
27,Saudi Arabia,تحدي من سيربح المليون | مع خطيبي 💰,Entertainment,3.5,Saudi Arabia,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5,6.5,6.5,6.5,6.5,6.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
28,Saudi Arabia,تجربة اغلى مياه بالعالم (٤ مليون دولار) 💰,Entertainment,3.5,Saudi Arabia,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5,6.5,6.5,6.5,6.5,6.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
29,Tunisia,تحدي من سيربح المليون | مع خطيبي 💰,Entertainment,3.5,Tunisia,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.0,,5.0,5.0,5.0,5.5,5.5,5.0,4.0,4.5,5.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.0,6.0,6.0,6.0,3.5,3.5,3.0,2.0,2.0,2.0,2.5,2.5,2.5,2.5,3.0,3.5
30,Tunisia,تجربة اغلى مياه بالعالم (٤ مليون دولار) 💰,Entertainment,3.5,Tunisia,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.0,,5.0,5.0,5.0,5.5,5.5,5.0,4.0,4.5,5.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.0,6.0,6.0,6.0,3.5,3.5,3.0,2.0,2.0,2.0,2.5,2.5,2.5,2.5,3.0,3.5
31,Yemen,تحدي من سيربح المليون | مع خطيبي 💰,Entertainment,3.5,Yemen,5.5,5.8,5.8,6.3,6.3,6.3,6.0,6.0,6.0,6.0,,6.0,5.8,5.8,5.8,5.8,6.0,6.0,5.5,5.5,5.0,4.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.0,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.5,5.5,6.0,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
32,Yemen,تجربة اغلى مياه بالعالم (٤ مليون دولار) 💰,Entertainment,3.5,Yemen,5.5,5.8,5.8,6.3,6.3,6.3,6.0,6.0,6.0,6.0,,6.0,5.8,5.8,5.8,5.8,6.0,6.0,5.5,5.5,5.0,4.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.0,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.5,5.5,6.0,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
