,Country,Video Title,Category,Sentiment,country,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
0,South Korea,뭐? 충주맨 게 섰거라?,Nonprofits & Activism,0.0,South Korea,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.8,25.7,25.7,25.7,25.7,25.6,25.6,25.6,25.6,25.6,25.6,25.5,25.5,25.5,25.5,25.4,25.4,25.4,25.4,25.4,25.3,25.3,25.3,25.3,25.3,25.2,25.2,25.2,25.2,25.1,25.1,25.1,25.1,25.1,25.1,25.0,25.0,25.0,25.0,24.9,24.9,24.9,24.9,24.9,24.8,24.8,24.8,24.8,24.8,24.7,24.7,24.7,24.2,23.8,23.3,22.9,22.4,22.7,22.9,23.2,23.4,23.7,24.2,24.6,25.1,25.5,16.1,25.9,26.4,26.9,27.3,27.8,28.5,29.3,30.0,30.7,31.5,32.2,32.8,33.5,34.2,34.9,35.8,36.7,37.7,38.6,39.5,40.0,40.5,41.0,41.5,39.8,38.8,39.2,41.5,43.3,43.8,44.2,39.5,43.6,51.8,54.2,54.9,55.9,56.6,57.4,58.0,58.5,59.1,59.5,60.0,60.5,60.9,61.4,61.8,62.2,62.6,63.1,63.6,64.1,64.4,65.0,65.3,65.7,66.1,66.5,67.1,67.6,67.3,68.5,68.6,68.5,69.5,69.9,70.3,70.6,71.3,71.7,72.1,72.5,73.1,73.6,73.9,74.3,74.8,75.3,75.6,76.0,76.3,76.9,77.3,77.7,78.3,78.8,79.3,79.8,80.2,80.5,80.8,81.2,81.5,81.9,82.3,82.6,82.8,82.9,82.9,82.9,82.9,83.0,83.3,83.4,83.5,83.6,83.8,83.9,84.0,84.1,84.2,84.3,84.5,84.6,84.7,84.8,84.9,85.1,85.2,85.3,85.4,85.5,85.7,85.8,85.9,86.0,86.1,86.3,86.4,86.5,86.6,86.7,86.8,87.0,87.1,87.2,87.3,87.4,87.5,87.7,87.8,87.9,88.0,88.1,88.2,88.3,88.5,88.6,88.7,88.8,88.9,89.0,89.1,89.3,89.4,89.5,89.6,89.7,89.8,89.9,90.0,90.2,90.3,90.4,90.5,90.6,90.7,90.8,91.0,91.1,91.2,91.3,91.4,91.5,91.7,91.8,91.9,92.0,92.1,92.2,92.3
1,Latvia,История большого заговора. Кто и как захватил Россию,Nonprofits & Activism,50.0,Latvia,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.0,33.1,33.1,33.2,33.2,33.3,33.3,33.4,33.4,33.5,33.9,34.2,34.6,35.0,35.4,35.8,36.2,36.6,37.0,37.4,37.8,38.1,38.6,39.0,39.4,39.8,40.2,40.6,41.0,41.4,41.8,42.2,42.6,43.0,43.4,43.8,44.2,44.6,45.0,45.4,45.9,46.3,46.7,47.1,47.5,47.9,48.3,48.7,49.1,49.5,49.9,50.3,50.8,51.1,51.6,52.0,52.4,52.8,53.2,53.6,54.0,54.4,54.8,54.1,44.1,43.9,43.3,39.0,44.1,52.5,63.0,61.3,62.7,59.4,58.6,62.0,60.2,61.1,58.9,62.5,63.4,63.3,65.6,62.3,65.2,64.7,63.8,67.5,66.9,58.8,35.1,49.0,47.8,26.7,43.2,62.6,54.7,67.0,67.7,68.4,68.5,68.7,68.9,69.1,69.3,69.5,69.7,69.9,70.1,70.3,70.4,70.2,70.5,71.6,71.4,71.3,71.0,70.7,70.5,70.5,70.6,70.3,70.2,70.1,69.5,69.5,69.4,69.2,69.0,69.2,69.2,69.8,69.7,69.6,69.9,71.2,71.3,71.1,70.3,69.8,69.4,68.8,66.9,65.7,66.7,69.0,69.7,69.3,70.1,70.7,70.1,70.5,71.0,71.3,70.9,70.5,70.9,72.1,72.9,73.3,73.9,74.2,74.2,74.7,75.1,75.7,75.8,75.8,75.9,75.8,73.9,76.3,76.4,76.5,76.7,76.8,76.9,77.1,77.2,77.4,77.5,77.6,77.8,77.9,78.1,78.2,78.4,78.5,78.6,78.8,78.9,79.1,79.2,79.4,79.5,79.7,79.8,80.0,80.1,80.3,80.4,80.6,80.7,80.9,81.0,81.2,81.3,81.5,81.6,81.7,81.9,82.0,82.2,82.3,82.4,82.6,82.7,82.8,83.0,83.1,83.2,83.3,83.5,83.6,83.7,83.9,84.0,84.1,84.2,84.3,84.5,84.6,84.7,84.8,84.9,85.0,85.2,85.3,85.4,85.5,85.6,85.7,85.9,86.0,86.1,86.2,86.3,86.4,86.5,86.7
