,Country,Video Title,Category,Sentiment,country,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
122,Venezuela,"EL ALFA ""EL JEFE"" - LA MATERNA (Video Oficial)",Music,50.0,Venezuela,71.7,65.3,,62.6,71.9,74.8,65.8,70.7,65.5,61.4,55.7,40.4,50.7,50.1,50.8,45.7,51.1,52.1
123,Venezuela,TINI - ángel (Visualizer),Music,100.0,Venezuela,71.7,65.3,,62.6,71.9,74.8,65.8,70.7,65.5,61.4,55.7,40.4,50.7,50.1,50.8,45.7,51.1,52.1
124,Croatia,Dragana Mirkovic X Ivan Zak - Kad srce stane (official video | 2024),Music,100.0,Croatia,,,58.2,,54.3,56.0,53.9,60.3,58.9,53.8,52.0,54.2,53.4,55.4,56.3,65.1,62.9,61.3
125,Hungary,Manuel feat. Moriones - Voodoo Baba | Official Lyrics Video,Music,100.0,Hungary,51.9,,49.5,,49.0,47.3,49.2,46.8,49.1,51.8,53.4,54.5,60.6,59.4,60.0,60.4,62.3,60.4
126,Hungary,Essemm & Siska Finuccsi - Kevesek vagytok (Official Music Video),Music,50.0,Hungary,51.9,,49.5,,49.0,47.3,49.2,46.8,49.1,51.8,53.4,54.5,60.6,59.4,60.0,60.4,62.3,60.4
127,Indonesia,HAPPY ASMARA Feat. GILGA SAHID - LAMUNAN | Feat. BINTANG FORTUNA ( Official Music Video ),Music,100.0,Indonesia,,49.5,51.0,48.1,54.7,54.6,51.7,53.7,52.9,56.0,50.4,51.4,51.0,53.4,53.5,48.3,54.3,52.8
128,Italy,Tony Effe - MIU MIU,Music,0.0,Italy,68.5,,65.7,67.8,63.3,63.5,60.6,58.4,60.1,60.3,58.5,59.5,62.0,65.2,64.5,64.9,64.7,64.0
130,Japan,JO1｜'Test Drive' PERFORMANCE VIDEO,Music,50.0,Japan,65.2,,62.4,59.1,58.5,60.6,62.6,59.7,59.6,59.2,58.8,59.5,59.1,57.9,59.1,61.2,60.9,61.3
131,Japan,BE:FIRST / Masterplan -Teaser-,Music,50.0,Japan,65.2,,62.4,59.1,58.5,60.6,62.6,59.7,59.6,59.2,58.8,59.5,59.1,57.9,59.1,61.2,60.9,61.3
132,Japan,椎名林檎 - 人間として,Music,50.0,Japan,65.2,,62.4,59.1,58.5,60.6,62.6,59.7,59.6,59.2,58.8,59.5,59.1,57.9,59.1,61.2,60.9,61.3
133,South Korea,전유진(チョンユジン) - 시간의 흐름에 몸을 맡기고(時の流れに身をまかせ)｜한일가왕전 3회,Music,50.0,South Korea,,53.3,57.7,53.9,56.5,61.2,69.5,60.0,59.6,58.0,57.8,59.7,58.7,58.4,59.0,57.9,61.1,59.5
134,South Korea,이찬원 2nd Mini Album [bright;燦] Highlight Medley,Music,0.0,South Korea,,53.3,57.7,53.9,56.5,61.2,69.5,60.0,59.6,58.0,57.8,59.7,58.7,58.4,59.0,57.9,61.1,59.5
135,South Korea,RIIZE 라이즈 'Impossible' MV Teaser,Music,50.0,South Korea,,53.3,57.7,53.9,56.5,61.2,69.5,60.0,59.6,58.0,57.8,59.7,58.7,58.4,59.0,57.9,61.1,59.5
136,Luxembourg,Breaking up a fight (GONE WRONG ❌)😳😱 | Triple Charm #Shorts,Music,100.0,Luxembourg,,,,,69.6,71.0,71.0,69.6,71.3,68.9,67.0,69.7,70.6,72.4,74.0,,,72.3
137,Luxembourg,Indian man surprised me how he beat at darbuka😱 #alrafaelo #darbuka #india,Music,100.0,Luxembourg,,,,,69.6,71.0,71.0,69.6,71.3,68.9,67.0,69.7,70.6,72.4,74.0,,,72.3
138,Latvia,Breaking up a fight (GONE WRONG ❌)😳😱 | Triple Charm #Shorts,Music,100.0,Latvia,,47.1,46.7,51.5,46.7,,49.7,51.3,50.7,57.3,58.8,59.4,59.8,59.0,59.7,62.3,63.5,62.1
139,North Macedonia,MELINDA X FINEM - ALKOOL,Music,100.0,North Macedonia,,,44.9,,44.3,41.8,49.0,46.4,51.9,52.0,49.8,53.5,52.3,52.4,50.1,50.5,55.4,52.5
140,North Macedonia,GJIKO x MAK ZØGAJ - EHEMMM,Music,0.0,North Macedonia,,,44.9,,44.3,41.8,49.0,46.4,51.9,52.0,49.8,53.5,52.3,52.4,50.1,50.5,55.4,52.5
141,Poland,Junior i sąsiadka !!! #agbe #hit #komedia @bryszardofficial,Music,50.0,Poland,55.9,,58.9,,57.7,58.9,56.5,58.8,57.5,57.5,60.1,61.6,62.0,61.1,62.4,61.4,59.8,62.6
142,Poland,Córka Hela #agbe #hit #komedia @bryszardofficial,Music,50.0,Poland,55.9,,58.9,,57.7,58.9,56.5,58.8,57.5,57.5,60.1,61.6,62.0,61.1,62.4,61.4,59.8,62.6
143,Romania,Bogdan DLP - Habibi 🔥 Official Video,Music,100.0,Romania,50.5,,53.9,,53.7,49.1,50.2,51.7,50.8,57.3,57.8,59.7,60.9,61.5,61.3,67.8,65.5,65.9
144,Romania,@TzancaUraganuOfficial - Vorba Francezului | BUZZ HOUSE OST,Music,50.0,Romania,50.5,,53.9,,53.7,49.1,50.2,51.7,50.8,57.3,57.8,59.7,60.9,61.5,61.3,67.8,65.5,65.9
145,Romania,Dani Mocanu 💎 Diamant | Official Video,Music,100.0,Romania,50.5,,53.9,,53.7,49.1,50.2,51.7,50.8,57.3,57.8,59.7,60.9,61.5,61.3,67.8,65.5,65.9
146,Romania,MGK666 - BIG BEN | BUZZ HOUSE OST,Music,0.0,Romania,50.5,,53.9,,53.7,49.1,50.2,51.7,50.8,57.3,57.8,59.7,60.9,61.5,61.3,67.8,65.5,65.9
147,Romania,"BABASHA - Aoleu, Aoleu | Official Video",Music,0.0,Romania,50.5,,53.9,,53.7,49.1,50.2,51.7,50.8,57.3,57.8,59.7,60.9,61.5,61.3,67.8,65.5,65.9
148,Romania,@Majii_ro ✘ Bogdan DLP - Amintirea Ta | Balkan Version,Music,100.0,Romania,50.5,,53.9,,53.7,49.1,50.2,51.7,50.8,57.3,57.8,59.7,60.9,61.5,61.3,67.8,65.5,65.9
149,Slovenia,Breaking up a fight (GONE WRONG ❌)😳😱 | Triple Charm #Shorts,Music,100.0,Slovenia,,58.1,,,58.3,60.8,60.4,60.6,59.8,56.8,57.4,59.4,61.7,62.5,66.7,64.6,67.6,66.5
150,Slovenia,SLOBA RADANOVIC X BRESKVICA & DEJAN PETROVIC - OLOVO (OFFICIAL VIDEO),Music,100.0,Slovenia,,58.1,,,58.3,60.8,60.4,60.6,59.8,56.8,57.4,59.4,61.7,62.5,66.7,64.6,67.6,66.5
151,Montenegro,SLOBA RADANOVIC X BRESKVICA & DEJAN PETROVIC - OLOVO (OFFICIAL VIDEO),Music,100.0,Montenegro,,,52.0,,48.0,54.5,52.2,52.2,50.7,52.8,51.3,53.0,56.1,56.5,53.9,57.2,,57.2
152,Montenegro,Sergej Pajić x Kris - Day Day,Music,50.0,Montenegro,,,52.0,,48.0,54.5,52.2,52.2,50.7,52.8,51.3,53.0,56.1,56.5,53.9,57.2,,57.2
153,Montenegro,RASTA X PAVILLION X JAHVE - NAPAPIRI (OFFICIAL VIDEO),Music,0.0,Montenegro,,,52.0,,48.0,54.5,52.2,52.2,50.7,52.8,51.3,53.0,56.1,56.5,53.9,57.2,,57.2
154,Montenegro,Leon & Rada Manojlovic - Polovno (Official Music Video),Music,50.0,Montenegro,,,52.0,,48.0,54.5,52.2,52.2,50.7,52.8,51.3,53.0,56.1,56.5,53.9,57.2,,57.2
155,Serbia,SLOBA RADANOVIC X BRESKVICA & DEJAN PETROVIC - OLOVO (OFFICIAL VIDEO),Music,100.0,Serbia,,,47.5,,43.8,44.6,48.1,51.5,51.0,51.1,53.2,57.5,51.2,59.4,62.4,60.4,62.5,61.4
156,Serbia,RASTA X PAVILLION X JAHVE - NAPAPIRI (OFFICIAL VIDEO),Music,0.0,Serbia,,,47.5,,43.8,44.6,48.1,51.5,51.0,51.1,53.2,57.5,51.2,59.4,62.4,60.4,62.5,61.4
157,Serbia,BRESKVICA - CINI (OFFICIAL VIDEO),Music,50.0,Serbia,,,47.5,,43.8,44.6,48.1,51.5,51.0,51.1,53.2,57.5,51.2,59.4,62.4,60.4,62.5,61.4
158,Tanzania,Marioo - Hakuna Matata (Visualiser),Music,100.0,Tanzania,,39.2,43.2,43.9,34.1,32.3,40.7,40.1,38.5,34.8,36.6,29.0,33.5,34.5,36.4,37.9,36.8,36.9
159,Tanzania,Rayvanny - Hongera (Music Audio),Music,100.0,Tanzania,,39.2,43.2,43.9,34.1,32.3,40.7,40.1,38.5,34.8,36.6,29.0,33.5,34.5,36.4,37.9,36.8,36.9
160,Ukraine,Анна Трінчер - Бар за баром (Official Music Video),Music,50.0,Ukraine,,48.0,52.5,51.7,51.7,50.6,50.8,50.3,47.1,43.0,39.6,40.3,43.1,46.6,47.0,52.7,53.1,50.7
161,Ukraine,ТІНА КАРОЛЬ & SHUMEI - СТЕРВА ( ПРЕМ'ЄРА 2024),Music,50.0,Ukraine,,48.0,52.5,51.7,51.7,50.6,50.8,50.3,47.1,43.0,39.6,40.3,43.1,46.6,47.0,52.7,53.1,50.7
162,Ukraine,Блоховирус !🦠 #симба #тигра #булли,Music,50.0,Ukraine,,48.0,52.5,51.7,51.7,50.6,50.8,50.3,47.1,43.0,39.6,40.3,43.1,46.6,47.0,52.7,53.1,50.7
163,Pakistan,"Salsa (Music Video) ft Sistrology, BOHEMIA - Akki Singh | New Song 2024 | Latest Punjabi Song",Music,50.0,Pakistan,52.3,,56.7,44.1,52.1,57.9,52.7,51.3,51.4,54.4,48.2,55.5,58.3,54.7,44.4,46.2,44.9,45.5
164,Cyprus,Breaking up a fight (GONE WRONG ❌)😳😱 | Triple Charm #Shorts,Music,100.0,Cyprus,,62.4,,,68.3,63.9,66.9,61.8,54.4,56.3,54.4,58.0,60.6,62.8,61.4,62.6,62.7,61.3
165,Cambodia,GMENGZ - កុំច្រឡំ​ (​​​​ បងទេីបតែពេញកំលោះ ​​)​ ​| OFFICIAL LYRIC VIDEO,Music,50.0,Cambodia,,35.7,41.6,44.6,41.1,41.4,41.6,39.0,36.7,38.8,41.6,44.6,45.9,51.2,50.0,43.8,45.5,43.9
