,Country,Video Title,Category,Sentiment,country,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,South Korea,뭐? 충주맨 게 섰거라?,Nonprofits & Activism,0.0,South Korea,,53.3,57.7,53.9,56.5,61.2,69.5,60.0,59.6,58.0,57.8,59.7,58.7,58.4,59.0,57.9,61.1,59.5
1,Latvia,История большого заговора. Кто и как захватил Россию,Nonprofits & Activism,50.0,Latvia,,47.1,46.7,51.5,46.7,,49.7,51.3,50.7,57.3,58.8,59.4,59.8,59.0,59.7,62.3,63.5,62.1
