,Country,Video Title,Category,Sentiment,country,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
11,Libya,A.L.A - Ghaba (Official Music Video),Music,0.0,Libya,6.5,7.0,7.0,6.5,6.5,6.0,6.0,6.0,6.5,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5,4.5,4.5,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5
12,Libya,Nassif Zeytoun x Rahma Riad - Ma Fi Leil [Official Video] / ناصيف زيتون ورحمة رياض - ما في ليل,Music,3.5,Libya,6.5,7.0,7.0,6.5,6.5,6.0,6.0,6.0,6.5,6.0,,6.0,6.0,6.0,6.0,6.0,6.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5,4.5,4.5,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5
13,Qatar,Whistle Podu Lyrical Video | The Greatest Of All Time | Thalapathy Vijay | VP | U1 | AGS | T-Series,Music,7.0,Qatar,5.5,5.5,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.0,6.0,6.0,6.0,6.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
14,Qatar,Nassif Zeytoun x Rahma Riad - Ma Fi Leil [Official Video] / ناصيف زيتون ورحمة رياض - ما في ليل,Music,3.5,Qatar,5.5,5.5,5.5,5.5,5.0,5.0,5.0,5.0,5.0,5.0,,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.0,6.0,6.0,6.0,6.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5
15,Saudi Arabia,Nassif Zeytoun x Rahma Riad - Ma Fi Leil [Official Video] / ناصيف زيتون ورحمة رياض - ما في ليل,Music,3.5,Saudi Arabia,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,6.5,6.5,6.5,6.5,6.5,6.5,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0
16,Tunisia,A.L.A - Ghaba (Official Music Video),Music,0.0,Tunisia,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.0,,5.0,5.0,5.0,5.5,5.5,5.0,4.0,4.5,5.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.0,6.0,6.0,6.0,3.5,3.5,3.0,2.0,2.0,2.0,2.5,2.5,2.5,2.5,3.0,3.5
17,Tunisia,Nassif Zeytoun x Rahma Riad - Ma Fi Leil [Official Video] / ناصيف زيتون ورحمة رياض - ما في ليل,Music,3.5,Tunisia,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.0,,5.0,5.0,5.0,5.5,5.5,5.0,4.0,4.5,5.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.0,6.0,6.0,6.0,3.5,3.5,3.0,2.0,2.0,2.0,2.5,2.5,2.5,2.5,3.0,3.5
18,Yemen,Nassif Zeytoun x Rahma Riad - Ma Fi Leil [Official Video] / ناصيف زيتون ورحمة رياض - ما في ليل,Music,3.5,Yemen,5.5,5.8,5.8,6.3,6.3,6.3,6.0,6.0,6.0,6.0,,6.0,5.8,5.8,5.8,5.8,6.0,6.0,5.5,5.5,5.0,4.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.0,5.5,5.0,5.0,5.0,5.0,5.0,5.0,5.5,5.5,6.0,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5
19,Azerbaijan,Şöhrət Məmmədov ft Almaxanım - Olsun (Official Video),Music,3.5,Azerbaijan,,,,,,,,,,,,,,,,,,,,5.0,5.0,6.0,6.0,6.0,5.5,5.0,5.0,5.0,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,5.5,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,7.0,7.0
20,Belarus,Блоховирус !🦠 #симба #тигра #булли,Music,3.5,Belarus,,,,,,,,,,,,,,,,,,,,4.0,3.5,4.5,4.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.5,6.0,6.5,6.5,6.5,7.0,7.0
